geometry.coordinates,properties.GRID_ADDRE,properties.FIXTURE_ST,long,lat,copyright,date,pano_id,status,view_lat,view_long,streetview_dist,light_shown,pole_shown,able_zoom,pan_need,bearing_adj,remove
"[-78.469471, 38.038328]",G0025RM3600,ENCL,-78.469471,38.038328,© Google,2019-07,AYTDgTwySXgDJSItsxM_tQ,OK,38.03838399,-78.46947325,6.2175293,1,1,1,0,0,
"[-78.498392, 38.029489]",G0025AG7100,ENCL,-78.498392,38.029489,© Google,2012-08,eDtrT8T_7a_H-cbB1SEr8g,OK,38.02949635,-78.49846221,6.217875107,1,1,1,0,0,
"[-78.484385, 38.021762]",G0025IA8500,COXX,-78.484385,38.021762,© Google,2018-06,JQ7AzM9W9Byxp7oqjb8cqA,OK,38.02180729,-78.4843433,6.219301349,1,1,1,0,0,
"[-78.461086, 38.047827]",G0026WE2400,ENCL,-78.461086,38.047827,© Google,2019-07,Cf84XbgJFlEsBv3DRLmiCw,OK,38.04782789,-78.46115685,6.219472331,1,1,1,0,0,
"[-78.467582, 38.044333]",G0026SB4900,COLN,-78.467582,38.044333,© Google,2014-10,QRMtRkhYjGIqiXqXqYZnGw,OK,38.04427694,-78.46758156,6.223017624,1,1,1,0,0,
"[-78.501312, 38.036187]",F2325XL0100,ENCL,-78.501312,38.036187,© Google,2019-07,Do46wUkHLN36X4THzkvchw,OK,38.03624288,-78.5013178,6.22322261,,,,,,
"[-78.482197, 38.031235]",G0025KH0400,ENCL,-78.482197,38.031235,© Threshold 360,2017-06,CAoSLEFGMVFpcFBRNEV0dVhzRXdOLXRKUjQ1enkxQ1dBbXQxMkpnMmRuc21yaVdJ,OK,38.03124191,-78.48226739,6.227454932,,,,,,
"[-78.479356, 38.02233]",G0025LA7800,ENCL,-78.479356,38.02233,© Google,2019-07,VzYsxfbtkXLGItqBevzMfw,OK,38.02238359,-78.47937702,6.228186266,1,1,1,0,0,
"[-78.47269, 38.030082]",G0025PG5600,ENCL,-78.47269,38.030082,© Google,2019-07,Z1C5gh4V3AfCFQExwfVNNA,OK,38.03012527,-78.47264482,6.229210423,,,,,,
"[-78.479754, 38.032833]",G0025LI5600,ENFL,-78.479754,38.032833,© Google,2016-09,7hGql2PclfnA1G7J_rf_Kw,OK,38.032788,-78.4797116,6.229386308,,,,,,
"[-78.489774, 38.056905]",G0026FL8100,ENCL,-78.489774,38.056905,© Google,2019-07,GX1cCpkP3dqMsp95bpLa2Q,OK,38.05685455,-78.4898051,6.229574049,,,,,,
"[-78.487235, 38.020572]",G0024HO2800,ENCL,-78.487235,38.020572,© Google,2019-07,49GpTCWXqQeZOhDjJvpFGA,OK,38.02059788,-78.48729798,6.232054633,1,1,1,0,0,
"[-78.501957, 38.028712]",F2325WF7500,ENCL,-78.501957,38.028712,© Google,2019-07,YkLJSyciS6oZZ9XniP8Rlg,OK,38.02874691,-78.50201261,6.233190383,,,,,,
"[-78.503654, 38.016535]",F2324VL7000,COLN,-78.503654,38.016535,© Google,2012-07,uUsscQUQShibG2BjF1p7Mw,OK,38.01655244,-78.50358652,6.233278077,1,1,1,0,0,
"[-78.4797, 38.020564]",G0024LO5900,ENCL,-78.4797,38.020564,© Google,2019-07,_xPUC4J8vs0QOt4gTS1-ew,OK,38.02054502,-78.47976684,6.235674972,,,,,,
"[-78.476362, 38.024026]",G0025NC5200,ENCL,-78.476362,38.024026,© Google,2019-07,qqBMQKp9ZdBiIx7n-YFgAg,OK,38.02407506,-78.47632739,6.235782879,,,,,,
"[-78.48923, 38.037026]",G0025CL2800,ENCL,-78.48923,38.037026,© Google,2019-07,1gq_4qPJCBXlssQTS1B6Lw,OK,38.03701946,-78.48915943,6.237906659,1,1,1,0,0,
"[-78.486191, 38.038712]",G0025HM7800,ENCL,-78.486191,38.038712,© Google,2016-09,d3yZi1VO2y65UTmR_QAC-w,OK,38.0387628,-78.4861606,6.238303899,,,,,,
"[-78.482672, 38.013346]",G0024JJ8600,ENFL,-78.482672,38.013346,© Google,2012-07,xy7CVWNpGxICKGrbECRyVQ,OK,38.01337031,-78.48273611,6.243124828,,,,,,
"[-78.477069, 38.056077]",G0026NK1500,ENCL,-78.477069,38.056077,© Google,2019-07,k_vHnGQGxpss00hy7dn-0Q,OK,38.05602902,-78.47703186,6.243650602,,,,,,
"[-78.481235, 38.06152]",G0026KO5400,ENCL,-78.481235,38.06152,© Google,2014-10,A39M-9CkE8DJr51fHqTSYQ,OK,38.06154478,-78.48117111,6.245670575,,,,,,
"[-78.505908, 38.042156]",F2326UA4300,ENCL,-78.505908,38.042156,© Google,2019-07,YjVbT6TuB-FSTS_eRKcWHA,OK,38.04216936,-78.50583888,6.246006142,1,1,1,0,0,
"[-78.491867, 38.033713]",G0025EJ5200,CTMP,-78.491867,38.033713,© Google,2019-07,zbVC9xk9lJO061kDnDd26w,OK,38.03366064,-78.49189315,6.248849699,1,1,1,0,0,
"[-78.497706, 38.037754]",G0025BM1100,ENCL,-78.497706,38.037754,© Google,2019-07,8C6bl-U7ZQ9mA0Fmh8Cf-A,OK,38.03778336,-78.49764526,6.248865827,1,1,1,0,0,
"[-78.476435, 38.026073]",G0025ND4800,ENCL,-78.476435,38.026073,© Google,2018-06,DytSK7xo8ffby8Ir8Hn4NQ,OK,38.02612918,-78.47643982,6.250615037,1,1,1,0,0,
"[-78.478753, 38.043351]",G0026MB0200,ENCL,-78.478753,38.043351,© Google,2017-07,H0eZBnf9bg8KxXcZOyJpqw,OK,38.0432954,-78.4787416,6.25205512,1,1,1,0,0,
"[-78.486545, 38.052877]",G0026HH5400,ENCL,-78.486545,38.052877,© Google,2019-07,F_x1zSYPBv1O_sgd5-GQNw,OK,38.05293332,-78.48654656,6.252408888,,,,,,
"[-78.472302, 38.015812]",G0024PL8400,ENCL,-78.472302,38.015812,© Google,2019-07,qs1jWlcGtrOqXzIx7u4jSw,OK,38.01586446,-78.47232796,6.253386186,1,1,1,0,0,
"[-78.485219, 38.035333]",G0025IK3400,ENFL,-78.485219,38.035333,© Google,2019-07,AdA-k_Y6DF-tExbSRccvIg,OK,38.03535619,-78.48528393,6.254155799,1,1,1,0,0,
"[-78.485351, 38.023825]",G0025IB3100,OPEN,-78.485351,38.023825,© Google,2019-07,j43nsLBQNHpCWA0G1RP-Rg,OK,38.0238796,-78.4853686,6.254354278,,,,,,
"[-78.482562, 38.057809]",G0026JL9700,ENCL,-78.482562,38.057809,© Google,2014-10,DtQ40WwppNxAwswFya5a2Q,OK,38.05777058,-78.48250986,6.254945583,,,,,,
"[-78.497996, 38.033998]",G0025BJ0400,ENCL,-78.497996,38.033998,© Google,2019-07,p9cz96U9tGwQkkFAXjS8vQ,OK,38.03397229,-78.49805944,6.257667274,,,,,,
"[-78.479786, 38.022519]",G0025LB5100,ENCL,-78.479786,38.022519,© Google,2019-07,VtV-1tKVlTGifXSLtFn8Zw,OK,38.02257495,-78.47977715,6.258366841,1,1,1,low,0,
"[-78.480154, 38.060748]",G0026LN1900,ENCL,-78.480154,38.060748,© Google,2014-10,M2-acmDeIg54L4s4MPHorA,OK,38.06079754,-78.48011992,6.259241465,,,,,,
"[-78.467871, 38.017913]",G0024SM3900,ENCL,-78.467871,38.017913,© Google,2018-06,IfLdQFzupOTLFvpvMTI30Q,OK,38.01795787,-78.46791423,6.262184364,1,1,1,0,0,
"[-78.495583, 38.04593]",G0026CD4100,ENFL,-78.495583,38.04593,© Google,2012-08,uPwoc59g_MMa7pVb7-9WNA,OK,38.04594756,-78.4956508,6.262294384,,,,,,
"[-78.512571, 38.023544]",F2325QB6800,ENCL,-78.512571,38.023544,© Google,2019-07,__eLYTKTe91j8nexCVYiKg,OK,38.02349062,-78.51254783,6.26396026,,,,,,
"[-78.506969, 38.014676]",F2324TK7500,ENCL,-78.506969,38.014676,© Google,2012-07,w7l5KONfi7_8vn54jnks-w,OK,38.0146781,-78.5068977,6.265543455,,,,,,
"[-78.477618, 38.026645]",G0025ME7200,ENCL,-78.477618,38.026645,© Google,2019-07,_CtSsR_d9v06Zj4oSinRXA,OK,38.02664189,-78.47768926,6.265865609,,,,,,
"[-78.47916, 38.061532]",G0026LO8400,ENCL,-78.47916,38.061532,© Google,2014-10,pr52YAxeMEZ7A1G6At2WcQ,OK,38.06157609,-78.47911538,6.267212896,1,1,1,0,0,
"[-78.512733, 38.024378]",F2325QC5400,ENCL,-78.512733,38.024378,© Google,2019-07,dzJ0pxWKS8exnroPI-q0-w,OK,38.0244282,-78.51270032,6.267430141,1,1,1,0,0,
"[-78.482485, 38.026636]",G0025JE9100,ENCL,-78.482485,38.026636,© Google,2019-07,48LoU47yK-fwSz4wctjH7g,OK,38.02667676,-78.4825344,6.26755452,,,,,,
"[-78.495525, 38.057768]",G0026CL4700,ENFL,-78.495525,38.057768,© Google,2019-08,E6ripiX-pIZxBxrHwn6mMQ,OK,38.05775893,-78.49545451,6.267612203,1,1,1,0,0,
"[-78.481966, 38.043037]",G0026KA2900,COLN,-78.481966,38.043037,© Google,2012-08,u01gVEIwpKi8j-fqxEhyiA,OK,38.0429866,-78.4819337,6.271752845,1,1,1,0,0,
"[-78.513954, 38.040069]",F2325PN7800,ENCL,-78.513954,38.040069,© Google,2019-07,SDYd0HfoEFWL0kcZjTHuUQ,OK,38.04001291,-78.51396284,6.274466771,,,,,,
"[-78.482076, 38.035047]",G0025KK2100,ENCL,-78.482076,38.035047,© Google,2019-07,x9KEwRpchsLif7JtYsPxag,OK,38.03506546,-78.48214361,6.279043834,,,,,,
"[-78.480042, 38.036187]",G0025LL3000,ENCL,-78.480042,38.036187,© Google,2019-07,rHYCtkUxrkuOb7CWpnuPYw,OK,38.03624033,-78.48006588,6.279472463,,,,,,
"[-78.514764, 38.01279]",F2324PJ2100,ENCL,-78.514764,38.01279,© Google,2019-07,txZKwrtVembN94Ln0TEnXQ,OK,38.01282927,-78.51481549,6.280328018,,,,,,
"[-78.491108, 38.024683]",G0025EC9600,ENCL,-78.491108,38.024683,© Google,2018-06,-pIOL9fGt0ROXe7z5OnAig,OK,38.02466476,-78.49104028,6.281075266,,,,,,
"[-78.488848, 38.033939]",G0025GJ4500,ENCL,-78.488848,38.033939,© Google,2019-07,dli2cHOPXhTCB-WO6PPLYA,OK,38.0339917,-78.4888741,6.282323481,,,,,,
"[-78.464918, 38.042171]",G0026UA0300,ENCL,-78.464918,38.042171,© Google,2019-07,TJ3cKXEE5K2iEmtf9CuRpA,OK,38.04222743,-78.46491187,6.287127413,1,1,1,0,0,
"[-78.495617, 38.055831]",G0026BJ9700,ENCL,-78.495617,38.055831,© Google,2019-07,8Zu_Q7UgYxjALB-ig6o-Eg,OK,38.05577839,-78.49564377,6.29415266,,,,,,
"[-78.491008, 38.023017]",G0025FB2700,ENCL,-78.491008,38.023017,© Google,2012-10,L2acvGd_-9LOx496f3rW6g,OK,38.02304045,-78.49094273,6.294391992,1,1,1,0,0,
"[-78.468635, 38.060711]",G0026RN8700,OPEN,-78.468635,38.060711,© Google,2019-07,9IfsNQ547a5gOTgqs5F93Q,OK,38.06075043,-78.46858346,6.294534076,1,1,1,0,0,
"[-78.514773, 38.02136]",F2325PO2900,ENCL,-78.514773,38.02136,© Google,2019-07,iujlTyebW6rE5OJL3Va0QQ,OK,38.02131636,-78.51472721,6.294917318,,,,,,
"[-78.522261, 38.024238]",F2325KC8200,COLN,-78.522261,38.024238,© Google,2012-08,Wg6cy8o1VtD6y8ocftSbNA,OK,38.02422996,-78.52219002,6.295954831,1,1,1,0,0,
"[-78.493312, 38.02746]",G0025DE7700,ENCL,-78.493312,38.02746,© Google,2012-10,Tqrw5z1wwx0lj6K5aiwNdw,OK,38.02750146,-78.49326306,6.296394383,,,,,,
"[-78.518822, 38.022628]",F2325MB9200,ENCL,-78.518822,38.022628,© Google,2019-07,Jk1MBGu-ATfFagql1bT6SA,OK,38.02265967,-78.51888156,6.301247293,,,,,,
"[-78.479533, 38.029357]",G0025LG6200,ENFL,-78.479533,38.029357,© Google,2019-07,7piRdhh2tfdHbpAQy53KHQ,OK,38.0293101,-78.47957345,6.301518763,1,1,1,0,0,
"[-78.517898, 38.022333]",F2325NA4900,ENFL,-78.517898,38.022333,© Google,2012-08,4ljFR-KWwP1qP3qS0R1zVQ,OK,38.02229731,-78.51795386,6.304497467,1,1,1,0,0,
"[-78.518128, 38.025968]",F2325ND3500,ENCL,-78.518128,38.025968,© Google,2019-07,HGk7RifCg3X43GzXycgqLw,OK,38.02591685,-78.51809678,6.304708875,,,,,,
"[-78.47743, 38.026957]",G0025ME7400,ENCL,-78.47743,38.026957,© Google,2019-07,KeWCSzZ-CQ3jLR1VFBtBPg,OK,38.02697278,-78.47749902,6.307924224,,,,,,
"[-78.482785, 38.020815]",G0024JP7000,ENCL,-78.482785,38.020815,© Google,2012-10,JpRH0TDg7PjTs32u9Y_JOw,OK,38.02085876,-78.48273913,6.309433154,1,1,1,0,0,
"[-78.469575, 38.017945]",G0024RM4900,ENCL,-78.469575,38.017945,© Google,2012-10,_VIMiOgWvya_MWDXGNOojQ,OK,38.01790245,-78.46962266,6.310613955,,,,,,
"[-78.499504, 38.023768]",G0025AC1000,ENCL,-78.499504,38.023768,© Google,2012-08,YSSoe4mxWwdIHAJA9pTQUg,OK,38.0237211,-78.49954465,6.311215776,1,1,1,0,0,
"[-78.462304, 38.03373]",G0025VJ4200,ENCL,-78.462304,38.03373,© Google,2019-07,iv54uAp63KFMCzi_abYYnQ,OK,38.03372431,-78.46237553,6.311788877,1,1,1,0,0,
"[-78.476071, 38.054848]",G0026NJ6600,OPEN,-78.476071,38.054848,© Google,2014-10,GR44SoeLbGGM8-BCnfrn1A,OK,38.05484397,-78.47614278,6.315900858,1,1,1,0,0,
"[-78.473884, 38.026617]",G0025OE9100,ENCL,-78.473884,38.026617,© Google,2019-07,PtHV41Zf4_7cItDg6BlKIw,OK,38.02662835,-78.4738135,6.316848867,1,1,1,0,0,
"[-78.486845, 38.046403]",G0026HD4200,ENCL,-78.486845,38.046403,© Google,2012-08,9JDxqrXCn3u2X7Ql_DrUNw,OK,38.0464093,-78.48691653,6.317493967,,,,,,
"[-78.492917, 38.029829]",G0025EG0400,ENCL,-78.492917,38.029829,© Google,2019-07,2R1YT2E8s8RrIWLQ-AmIMw,OK,38.02982292,-78.49298855,6.318377919,1,1,1,0,0,
"[-78.489439, 38.03685]",G0025GL0600,ENCL,-78.489439,38.03685,© Google,2019-07,dsRu4Ot1algiVpasqQfjog,OK,38.03680439,-78.48939586,6.322264271,,,,,,
"[-78.476619, 38.032683]",G0025NI2400,ENCL,-78.476619,38.032683,© Google,2019-07,EeNAkC73Nrrl8aPPsg4rqA,OK,38.03271264,-78.47655746,6.325376263,1,1,1,0,0,
"[-78.458891, 38.045224]",G0026XC4500,COLN,-78.458891,38.045224,© Google,2014-10,ys2grxwrGaK2YbWjsHK--Q,OK,38.045179,-78.45893522,6.326110959,,,,,,
"[-78.499014, 38.038244]",G0025AM4400,ENCL,-78.499014,38.038244,© Google,2019-07,GzgQJIDUYWvKC5gqvLP-ow,OK,38.0382542,-78.4989431,6.326219622,1,1,1,0,0,
"[-78.482256, 38.014381]",G0024KK1400,ENCL,-78.482256,38.014381,© Google,2012-07,g9lXp4iumrOqFV7zQmZ8Fw,OK,38.01439778,-78.48218715,6.326614415,,,,,,
"[-78.471567, 38.039959]",G0025QN1700,ENCL,-78.471567,38.039959,© Google,2019-07,PjruIXV7VPE-F5tjANHOYQ,OK,38.03995914,-78.4714949,6.329681087,1,1,1,0,0,
"[-78.461778, 38.049023]",G0026VF8200,ENFL,-78.461778,38.049023,© Google,2019-07,41dtkYP3amhEmYUXZY_Yew,OK,38.04900249,-78.46184529,6.329911366,1,1,1,0,0,
"[-78.497431, 38.043776]",G0026BB3500,ENCL,-78.497431,38.043776,© Google,2019-07,IjmH1s_SW1qwMNBMmabNkg,OK,38.04381209,-78.49748684,6.330193533,,,,,,
"[-78.463329, 38.02061]",G0024UO9900,ENCL,-78.463329,38.02061,© Google,2012-07,jwNi9fXFPiFcTXlIzrfKPw,OK,38.02066704,-78.46333124,6.334822903,,,,,,
"[-78.479692, 38.061915]",G0026LO5600,ENCL,-78.479692,38.061915,© Google,2014-10,A35ESRQ-58PnHk0A71oboQ,OK,38.06193669,-78.47962523,6.335105849,1,1,1,0,0,
"[-78.467908, 38.030721]",G0025SH2100,ENCL,-78.467908,38.030721,© Google,2012-08,5Yf2uIEY11HMvo-viEJjQw,OK,38.03066521,-78.46789268,6.336744731,1,1,1,0,0,
"[-78.494071, 38.034051]",G0025DJ3500,ENCL,-78.494071,38.034051,© Google,2019-07,zni8jW42l_Iwe84ZV65Cgg,OK,38.0340044,-78.4941127,6.33729217,,,,,,
"[-78.463702, 38.026195]",G0025UD6700,ENCL,-78.463702,38.026195,© Google,2019-07,8GQ2KnyoSOQLjvDRxAOo7w,OK,38.02625058,-78.46368545,6.33754599,1,1,1,0,0,
"[-78.49918, 38.041727]",G0025AP4100,ENCL,-78.49918,38.041727,© Google,2019-07,CznZb3PfAPOjb0wQjfU4vA,OK,38.04171355,-78.49925019,6.339264365,1,1,1,0,0,
"[-78.500357, 38.041794]",F2325XP6200,ENCL,-78.500357,38.041794,© Google,2019-07,ZWjrZiOCg64HdqD8v_9iAg,OK,38.04178633,-78.5004286,6.342305997,,,,,,
"[-78.47825, 38.034074]",G0025MJ3400,ENCL,-78.47825,38.034074,© Google,2012-08,YuCsu3IphO73mMsMbIflAw,OK,38.0340988,-78.4781849,6.343379678,1,1,1,0,0,
"[-78.471042, 38.030205]",G0025QG4600,ENCL,-78.471042,38.030205,© Google,2019-07,KlOzanMCz9zU_2oUCLgb4Q,OK,38.03022521,-78.47110959,6.343954957,,,,,,
"[-78.455066, 38.024517]",G0125BC7600,ENCL,-78.455066,38.024517,© Google,2019-07,uRDjEunFq7njFPNG116mYg,OK,38.02451459,-78.45513821,6.34613857,1,1,1,0,0,
"[-78.516129, 38.028721]",F2325OF6500,ENCL,-78.516129,38.028721,© Google,2019-07,P6HSXjnkOLCFdZgz1NeX5g,OK,38.02866388,-78.51612578,6.346166229,1,1,1,0,0,
"[-78.474596, 38.032819]",G0025OI4600,ENCL,-78.474596,38.032819,© Google,2017-06,46Nn-S5puOqtcdycCz88rQ,OK,38.0327868,-78.47465574,6.347286395,,,,,,
"[-78.484952, 38.022221]",G0025IA5800,ENCL,-78.484952,38.022221,© Google,2018-06,q5R0E_V8Zm-ABhKY5LK88A,OK,38.022244,-78.4850182,6.348664669,,,,,,
"[-78.481509, 38.032452]",G0025KI4500,ENCL,-78.481509,38.032452,© Google,2019-07,YItcyM99-9VDqFozugtFPw,OK,38.03248054,-78.48157169,6.350341674,,,,,,
"[-78.486709, 38.048081]",G0026HE5600,ENCL,-78.486709,38.048081,© Google,2012-08,YfsJL8lyxioxkZgzHh3-cQ,OK,38.04804837,-78.48676844,6.351101087,,,,,,
"[-78.465562, 38.029102]",G0025TF6800,ENCL,-78.465562,38.029102,© Google,2018-06,9OYZAs6yfvb3_QcoyU4ceA,OK,38.02910321,-78.46563433,6.351709718,,,,,,
"[-78.491732, 38.049191]",G0026EF7400,ENCL,-78.491732,38.049191,© Google,2012-08,qZZUFD76HHLa0WLw6QtiOg,OK,38.04915379,-78.49178699,6.352960377,,,,,,
"[-78.463509, 38.044349]",G0026UB8900,ENCL,-78.463509,38.044349,© Google,2019-07,t82EDmmJRNj4AXaDgxAwlg,OK,38.04429474,-78.46348591,6.35417062,,,,,,
"[-78.478088, 38.017761]",G0024MM3800,ENCL,-78.478088,38.017761,© Google,2012-08,CooEwX7tJUVoKNRPIqD_Xw,OK,38.0177435,-78.4781569,6.354366908,,,,,,
"[-78.463514, 38.032283]",G0025UI7200,ENCL,-78.463514,38.032283,© Google,2019-07,QhH7PMgsn6Zt1BK5Lzy4eg,OK,38.03227377,-78.46358544,6.354975795,,,,,,
"[-78.496282, 38.038974]",G0025BN9100,ENCL,-78.496282,38.038974,© Google,2019-07,HpH9LyWgffv83Sp3akieFw,OK,38.03903083,-78.49627312,6.356139546,,,,,,
"[-78.520634, 38.024141]",F2325LC8200,ENCL,-78.520634,38.024141,© Google,2019-07,UJ69UOfEZUsXImlXHmpOIA,OK,38.02419232,-78.52066614,6.356487843,1,1,1,0,0,
"[-78.48512, 38.043312]",G0026IB4100,ENCL,-78.48512,38.043312,© Google,2012-08,fvvKnYOkQla1oCCXuyzM_A,OK,38.0433436,-78.4851804,6.357154672,1,1,1,0,0,
"[-78.498333, 38.046359]",G0026AD8300,OPEN,-78.498333,38.046359,© Google,2015-10,7EDT45X00hQ9nXbHFKVG7w,OK,38.04638225,-78.49839919,6.357660779,,,,,,
"[-78.485121, 38.030758]",G0025IH4000,ENCL,-78.485121,38.030758,© Google,2019-07,xY1c9gadF8r29W5m9VzBdQ,OK,38.03079226,-78.48506293,6.360063954,1,1,1,medium,0,
"[-78.485121, 38.030758]",G0025IH4000,ENCL,-78.485121,38.030758,© Google,2019-07,xY1c9gadF8r29W5m9VzBdQ,OK,38.03079226,-78.48506293,6.360063954,1,1,1,medium,0,
"[-78.471926, 38.039027]",G0025PN9100,ENCL,-78.471926,38.039027,© Google,2019-07,thzzu6phKePHWnYLN3wRvQ,OK,38.03908296,-78.47191041,6.360514063,,,,,,
"[-78.481659, 38.046881]",G0026KD3800,ENCL,-78.481659,38.046881,© Google,2012-08,xWz-w8ZmkqWSCDBFgllWsA,OK,38.04686045,-78.48172665,6.361191997,,,,,,
"[-78.476052, 38.055908]",G0026NK6200,OPEN,-78.476052,38.055908,© Google,2019-07,mukPY8pgcNZ0PWRuuPZMgQ,OK,38.0559595,-78.4760838,6.361314341,,,,,,
"[-78.471753, 38.036503]",G0025QL1300,ENCL,-78.471753,38.036503,© Google,2012-08,asMAxEbUQ7t5nLpqQd3ing,OK,38.0365287,-78.4718178,6.363883935,,,,,,
"[-78.464976, 38.033871]",G0025UJ0300,ENCL,-78.464976,38.033871,© Google,2019-07,0AGDUup0y_P8tGNUr56OpQ,OK,38.03382298,-78.46501561,6.364184399,1,1,1,0,0,
"[-78.514034, 38.016478]",F2324PL7800,ENCL,-78.514034,38.016478,© Google,2019-07,9oMvNyBhN-bOxQKwuaIymg,OK,38.0164701,-78.5139622,6.365644168,1,1,1,0,0,
"[-78.510142, 38.026287]",F2325RD9600,ENFL,-78.510142,38.026287,© Google,2019-07,abXkTcdEB-UKMLNJg2gzlA,OK,38.02628968,-78.51006958,6.365659442,1,1,1,0,0,
"[-78.511914, 38.024498]",F2325QC9500,ENFL,-78.511914,38.024498,© Google,2019-07,fazC0qOzAasTMz9Gm6LNfQ,OK,38.02445395,-78.51186757,6.365676473,1,1,1,0,0,
"[-78.484044, 38.033555]",G0025JI1900,ENCL,-78.484044,38.033555,© Google,2019-07,DrlsfOFa7aq1MCpl57ek8w,OK,38.03352009,-78.48398638,6.372183952,,,,,,
"[-78.50019, 38.043369]",F2326XB6100,ENCL,-78.50019,38.043369,© Google,2019-07,6Tz1JEK3_ymrL5AebYzqNA,OK,38.04331792,-78.50015685,6.373181417,1,1,1,0,0,
"[-78.497565, 38.028411]",G0025BF3300,COXX,-78.497565,38.028411,© Google,2019-07,fB9IOuBsemeO95qyL9gX4w,OK,38.02835611,-78.49754365,6.374317431,,,,,,
"[-78.487037, 38.048591]",G0026HE2900,ENCL,-78.487037,38.048591,© Google,2012-08,rfRHyyNfaJlCrFVa0hcObg,OK,38.04861762,-78.48697264,6.375388474,1,1,1,low,0,
"[-78.477433, 38.055744]",G0026MK8100,ENCL,-78.477433,38.055744,© Google,2019-07,R5QQhSQt7jQzA9mk6iEHbg,OK,38.05570846,-78.47737589,6.378502433,,,,,,
"[-78.466031, 38.028361]",G0025TF3300,ENCL,-78.466031,38.028361,© Google,2019-07,d-S2WjF3fQkP603v5OHRZA,OK,38.02837091,-78.46610259,6.381277857,,,,,,
"[-78.481997, 38.015453]",G0024KL2200,ENCL,-78.481997,38.015453,© Google,2012-10,M32XUbkXpOKHodu_6w_IbQ,OK,38.01548964,-78.482053,6.381467789,1,1,1,0,0,
"[-78.464059, 38.032236]",G0025UI5200,ENCL,-78.464059,38.032236,© Google,2019-07,kKPL4TfigdXxcz0jrbl2Zw,OK,38.032217,-78.46399038,6.382571001,,,,,,
"[-78.478819, 38.041099]",G0025MO0600,ENCL,-78.478819,38.041099,© Google,2019-07,JwPrJWJNA-N1p2aIp5-BOA,OK,38.04106444,-78.47887713,6.38408119,,,,,,
"[-78.466321, 38.027927]",G0025TF2000,ENCL,-78.466321,38.027927,© Google,2019-07,S32p0hLEBN3isgW9IRJtMA,OK,38.02796902,-78.46637068,6.385726272,,,,,,
"[-78.482279, 38.030137]",G0025KG0600,ENCL,-78.482279,38.030137,© Google,2019-07,oVYP2mXNgCmpSnJJEcOqnA,OK,38.03018659,-78.48224198,6.392208032,1,1,1,0,0,
"[-78.472213, 38.031649]",G0025PH8700,ENCL,-78.472213,38.031649,© Google,2019-07,K0d5qphFbMCF-UoPDZC7SA,OK,38.03159241,-78.47219932,6.394804606,,,,,,
"[-78.513151, 38.020839]",F2324QP1000,ENCL,-78.513151,38.020839,© Google,2019-07,lgp3FP5ScjW_VYIM0aZ4BQ,OK,38.02080404,-78.5130931,6.395305872,1,1,1,0,0,
"[-78.480566, 38.054757]",G0026LJ0400,ENCL,-78.480566,38.054757,© Google,2019-07,gieqVIRpE3Cl3x-DnrV2RA,OK,38.05470041,-78.48055211,6.398454254,1,1,1,0,0,
"[-78.463937, 38.026422]",G0025UD5900,ENCL,-78.463937,38.026422,© Google,2012-07,CM_0m5D44IXENRNudo1dCw,OK,38.02645227,-78.46399906,6.400969551,1,1,1,0,0,
"[-78.494013, 38.026834]",G0025DE3200,ENCL,-78.494013,38.026834,© Google,2019-07,_4bPPedlLKKNkn202dI0eg,OK,38.02680097,-78.49407288,6.409855152,1,1,1,0,0,
"[-78.481802, 38.013003]",G0024KJ3400,ENCL,-78.481802,38.013003,© Google,2012-07,029WK11nqqEFYM1xJ9kBkQ,OK,38.01303479,-78.48186295,6.41120255,,,,,,
"[-78.477242, 38.041678]",G0026MA9000,ENCL,-78.477242,38.041678,© Google,2012-08,_IsZoGunQgxKhCw9AzFVTA,OK,38.04170258,-78.4773081,6.411985675,,,,,,
"[-78.504268, 38.046448]",F2326VD4400,ENFL,-78.504268,38.046448,© Google,2019-07,KU9vzkVzZG7PopSHGS8GMw,OK,38.04641517,-78.5043281,6.412016832,,,,,,
"[-78.468697, 38.016763]",G0024RM8100,ENCL,-78.468697,38.016763,© Google,2019-07,ZXLPrKaMjgmBQhAzjatBtA,OK,38.01681672,-78.46872389,6.412819126,,,,,,
"[-78.476504, 38.030135]",G0025NG3700,ENCL,-78.476504,38.030135,© Google,2019-07,uShxcSDAOAQh9c8lwez6RQ,OK,38.03010492,-78.47656637,6.41363666,,,,,,
"[-78.521326, 38.02421]",F2325LC5100,ENFL,-78.521326,38.02421,© Google,2019-07,ElFVcagJvU_P1l9tR1-0dA,OK,38.02425686,-78.52136879,6.416417419,1,1,1,0,0,
"[-78.484123, 38.037325]",G0025IL9900,ENCL,-78.484123,38.037325,© Google,2019-07,F6FDuG7X0Ce-6GUoksUGHw,OK,38.03735349,-78.48405939,6.417561992,,,,,,
"[-78.467731, 38.041773]",G0025SO6900,COLN,-78.467731,38.041773,© Google,2012-08,ZpSrLS1I14ibyOW3Y8_TBg,OK,38.04171579,-78.4677204,6.417950766,,,,,,
"[-78.485381, 38.053917]",G0026II2600,ENCL,-78.485381,38.053917,© Google,2019-07,2-bDMTO2xmsjPM-SGSYPUA,OK,38.05385941,-78.48537424,6.419895883,,,,,,
